gene_id,gene_symbol,pseudobulk_target,pseudobulk_other,cpm_target,cpm_other,log2_fold_change,pct_expressed_target,pct_expressed_other
ENSG00000109756,RAPGEF2,1139.0,226576.0,393.69263,469.71347,-0.25411952,94.39252336448598,78.68530433297273
ENSG00000250180,ENSG00000250180,0.0,13.0,0.0,0.02695023,-0.03836626,0.0,0.03700962250185048
ENSG00000250488,LINC02233,2.0,486.0,0.6912952,1.007524,-0.24728881,1.8691588785046727,1.3551215623754485
ENSG00000249425,LINC02477,3.0,356.0,1.0369427,0.7380217,0.22895943,1.8691588785046727,0.9850253373569435
ENSG00000249568,ENSG00000249568,0.0,29.0,0.0,0.060119744,-0.08422728,0.0,0.08255992711951261
ENSG00000168843,FSTL5,407.0,93894.0,140.67857,194.65115,-0.46566197,45.794392523364486,30.214086431703013
ENSG00000249419,FSTL5-AS1,2.0,249.0,0.6912952,0.51620054,0.15766782,1.8691588785046727,0.6718669931105165
ENSG00000248431,ENSG00000248431,1.0,3581.0,0.3456476,7.423752,-2.6461623,0.9345794392523363,2.9892387405340775
ENSG00000287072,ENSG00000287072,0.0,152.0,0.0,0.3151104,-0.39518392,0.0,0.3985651654045437
ENSG00000250027,ENSG00000250027,0.0,319.0,0.0,0.66131717,-0.73232746,0.0,0.8825371519672038
ENSG00000145414,NAF1,87.0,22703.0,30.071342,47.065468,-0.6294162,54.20560747663551,35.993281330068896
ENSG00000164128,NPY1R,78.0,19015.0,26.960514,39.419895,-0.5316746,29.906542056074763,24.460513579684566
ENSG00000164129,NPY5R,7.0,1096.0,2.4195333,2.2721117,0.063577436,6.5420560747663545,2.875362978989922
ENSG00000151005,TKTL2,0.0,31.0,0.0,0.06426594,-0.089858696,0.0,0.0854068211581165
ENSG00000198498,TMA16,25.0,5468.0,8.641191,11.335681,-0.3555542,20.5607476635514,13.121334623925298
ENSG00000145416,MARCHF1,1874.0,345751.0,647.74365,716.77454,-0.14588219,60.747663551401864,75.87541991687068
ENSG00000273449,ENSG00000273449,1.0,391.0,0.3456476,0.81058,-0.4281513,0.9345794392523363,1.0761259465922677
ENSG00000248771,SMIM31,3.0,366.0,1.0369427,0.7587526,0.2118528,2.803738317757009,1.0277287479360018
ENSG00000248329,APELA,0.0,88.0,0.0,0.18243232,-0.24175757,0.0,0.219210840972499
ENSG00000285563,ENSG00000285563,0.0,13.0,0.0,0.02695023,-0.03836626,0.0,0.03700962250185048
ENSG00000183439,TRIM61,5.0,941.0,1.728238,1.9507821,-0.113127835,3.7383177570093453,2.528041906280248
ENSG00000250486,FAM218A,3.0,960.0,1.0369427,1.9901708,-0.5538226,2.803738317757009,2.6504583499402155
ENSG00000176979,TRIM60,0.0,142.0,0.0,0.2943794,-0.37226063,0.0,0.4014120594431475
ENSG00000250374,TRIM75,0.0,20.0,0.0,0.041461892,-0.058610156,0.0,0.05693788077207766
ENSG00000170088,TMEM192,102.0,20360.0,35.256058,42.208206,-0.2530833,51.4018691588785,33.382679496669134
ENSG00000109466,KLHL2,389.0,75292.0,134.45692,156.08743,-0.21373366,80.37383177570094,58.654557877355806
ENSG00000229894,GK3,0.0,29.0,0.0,0.060119744,-0.08422728,0.0,0.08255992711951261
ENSG00000052802,MSMO1,133.0,22388.0,45.97113,46.41244,-0.013491377,57.009345794392516,35.255935774070494
ENSG00000109472,CPE,1163.0,149755.0,401.98816,310.4563,0.37170765,96.26168224299066,65.41308432500142
ENSG00000287424,ENSG00000287424,2.0,417.0,0.6912952,0.86448044,-0.14064522,1.8691588785046727,0.6775607811877242
ENSG00000249500,LINC01179,2.0,108.0,0.6912952,0.22389422,0.46664956,1.8691588785046727,0.2733018277059728
ENSG00000038295,TLL1,135.0,14798.0,46.662426,30.677652,0.589387,22.429906542056074,10.809656664578943
ENSG00000249675,ENSG00000249675,8.0,759.0,2.7651808,1.5734788,0.5489993,4.672897196261682,1.531628992768889
ENSG00000196104,SPOCK3,665.0,202866.0,229.85567,420.56042,-0.86874825,69.1588785046729,59.36343449296817
ENSG00000248601,ENSG00000248601,8.0,131.0,2.7651808,0.2715754,1.5661021,5.607476635514018,0.3473210727096737
ENSG00000109511,ANXA10,2.0,200.0,0.6912952,0.4146189,0.257715,1.8691588785046727,0.5636850196435689
ENSG00000287188,ENSG00000287188,8.0,218.0,2.7651808,0.45193464,1.3747427,4.672897196261682,0.5636850196435689
ENSG00000137628,DDX60,19.0,2468.0,6.567304,5.1163974,0.30709726,14.018691588785046,5.514433752775721
ENSG00000181381,DDX60L,72.0,3251.0,24.886627,6.73963,1.7418705,35.51401869158878,6.92079940784604
ENSG00000129116,PALLD,254.0,37345.0,87.794495,77.419716,0.17925385,69.1588785046729,43.2528611285088
ENSG00000249609,ENSG00000249609,1.0,93.0,0.3456476,0.1927978,0.1739511,0.9345794392523363,0.2647611455901611
ENSG00000145439,CBR4,295.0,49057.0,101.96604,101.6998,0.003735267,83.17757009345794,60.06377042646472
ENSG00000251445,CBR4-DT,0.0,5.0,0.0,0.010365473,-0.014877272,0.0,0.014234470193019415
ENSG00000154447,SH3RF1,344.0,36554.0,118.90278,75.7799,0.64306444,77.57009345794393,48.00148038490008
ENSG00000251171,ENSG00000251171,7.0,499.0,2.4195333,1.0344741,0.7491434,5.607476635514018,1.3835905027614872
ENSG00000137601,NEK1,418.0,77462.0,144.4807,160.58606,-0.15147495,88.78504672897196,69.46706143597335
ENSG00000286302,ENSG00000286302,1.0,695.0,0.3456476,1.4408007,-0.85905385,0.9345794392523363,1.924500370096225
ENSG00000109572,CLCN3,332.0,57694.0,114.755005,119.60512,-0.05921658,85.04672897196261,61.951261174059105
ENSG00000056050,HPF1,63.0,11675.0,21.775799,24.20338,-0.14611559,41.1214953271028,23.933838182542846
ENSG00000287660,LOC124900810,2.0,95.0,0.6912952,0.19694398,0.49877277,1.8691588785046727,0.2590673575129534
ENSG00000288003,ENSG00000288003,1.0,233.0,0.3456476,0.48303103,-0.14024818,0.9345794392523363,0.6377042646472698
ENSG00000248319,LINC02275,3.0,531.0,1.0369427,1.1008133,-0.04454262,1.8691588785046727,1.4262939133405454
ENSG00000287298,ENSG00000287298,0.0,11.0,0.0,0.02280404,-0.03252974,0.0,0.02846894038603883
ENSG00000251200,ENSG00000251200,1.0,90.0,0.3456476,0.18657851,0.18149306,0.9345794392523363,0.2562204634743495
ENSG00000249955,ENSG00000249955,3.0,212.0,1.0369427,0.43949607,0.5008416,1.8691588785046727,0.5893070659910038
ENSG00000198948,MFAP3L,78.0,22592.0,26.960514,46.835354,-0.77468634,41.1214953271028,37.89785344189489
ENSG00000109576,AADAT,16.0,7451.0,5.5303617,15.446627,-1.332557,12.149532710280374,16.808062403917326
ENSG00000250266,LINC01612,2.0,151.0,0.6912952,0.31303728,0.36522058,1.8691588785046727,0.4127996355975631
ENSG00000251061,LINC02512,0.0,114.0,0.0,0.23633277,-0.30606708,0.0,0.3216990263622388
ENSG00000286580,LOC124900869,0.0,36.0,0.0,0.07463141,-0.10384196,0.0,0.10248818538973979
ENSG00000248339,LINC02504,0.0,11.0,0.0,0.02280404,-0.03252974,0.0,0.03131583442464272
ENSG00000287210,ENSG00000287210,0.0,121.0,0.0,0.25084445,-0.32290247,0.0,0.341627284632466
ENSG00000249297,LINC02174,0.0,70.0,0.0,0.14511661,-0.19549444,0.0,0.19928258270227184
ENSG00000174473,GALNTL6,120.0,205975.0,41.477715,427.00568,-3.332852,28.037383177570092,40.38888572567329
ENSG00000245213,GALNT7-DT,14.0,8525.0,4.8390665,17.673132,-1.6771542,10.2803738317757,16.893469225075442
ENSG00000109586,GALNT7,125.0,42084.0,43.205948,87.24412,-0.9972597,53.271028037383175,48.87262996071286
ENSG00000248774,ENSG00000248774,17.0,1992.0,5.8760095,4.1296043,0.422724,12.149532710280374,5.238285031031145
ENSG00000164104,HMGB2,15.0,3324.0,5.1847143,6.8909664,-0.35149506,13.084112149532709,8.549222797927461
ENSG00000272870,SAP30-DT,33.0,5574.0,11.406371,11.555429,-0.017230147,24.299065420560748,13.357626829129421
ENSG00000164105,SAP30,43.0,6119.0,14.862847,12.685266,0.21302825,30.8411214953271,14.322723908216137
ENSG00000164106,SCRG1,64.0,9204.0,22.121447,19.080763,0.20341761,38.31775700934579,18.612993224392188
ENSG00000288025,ENSG00000288025,70.0,10072.0,24.195333,20.880209,0.20353007,37.38317757009346,20.184478733701532
ENSG00000286226,ENSG00000286226,6.0,562.0,2.0738854,1.1650792,0.50564367,5.607476635514018,1.5686386152707394
ENSG00000261646,ENSG00000261646,0.0,23.0,0.0,0.047681175,-0.067199804,0.0,0.06547856288788931
ENSG00000286039,ENSG00000286039,0.0,63.0,0.0,0.13060495,-0.17709498,0.0,0.17650743039344075
ENSG00000164107,HAND2,0.0,9.0,0.0,0.018657852,-0.026669526,0.0,0.014234470193019415
ENSG00000237125,HAND2-AS1,3.0,398.0,1.0369427,0.82509166,0.15843649,2.803738317757009,1.0533507942834368
ENSG00000250708,LINC02269,3.0,350.0,1.0369427,0.72558314,0.23932144,2.803738317757009,0.9451688208164891
ENSG00000250043,ENSG00000250043,0.0,12.0,0.0,0.024877135,-0.03545104,0.0,0.0341627284632466
ENSG00000251216,LOC105377543,3.0,235.0,1.0369427,0.4871772,0.45382887,2.803738317757009,0.6035415361840232
ENSG00000248174,LINC02268,9.0,1572.0,3.1108284,3.2589047,-0.05105322,7.476635514018691,3.6952684621078404
ENSG00000164117,FBXO8,30.0,6949.0,10.369429,14.405934,-0.43832645,24.299065420560748,16.045094801571487
ENSG00000164118,CEP44,56.0,14204.0,19.356266,29.446236,-0.5807909,37.38317757009346,29.089563286454478
ENSG00000249875,ENSG00000249875,4.0,421.0,1.3825904,0.8727728,0.34735495,3.7383177570093453,1.12167625120993
ENSG00000164120,HPGD,4.0,589.0,1.3825904,1.2210526,0.10128725,3.7383177570093453,1.1900017081364231
ENSG00000251584,ENSG00000251584,0.0,49.0,0.0,0.10158163,-0.13957632,0.0,0.11102886750555144
ENSG00000145451,GLRA3,164.0,22442.0,56.686207,46.52439,0.2795583,46.728971962616825,22.387974719580935
ENSG00000168594,ADAM29,21.0,2053.0,7.2585998,4.256063,0.65191466,13.084112149532709,4.412685759836019
ENSG00000250431,ENSG00000250431,0.0,62.0,0.0,0.12853187,-0.17444722,0.0,0.16511985423902523
ENSG00000286494,ENSG00000286494,11.0,4178.0,3.8021238,8.661389,-1.008558,3.7383177570093453,4.241872117519786
ENSG00000248551,ENSG00000248551,0.0,814.0,0.0,1.6874989,-1.4262643,0.0,1.70813642316233
ENSG00000249945,ENSG00000249945,2.0,150.0,0.6912952,0.3109642,0.36750007,1.8691588785046727,0.4184934236747709
ENSG00000150625,GPM6A,3081.0,606547.0,1064.9402,1257.4293,-0.23949769,100.0,75.69037180436145
ENSG00000249106,GPM6A-DT,14.0,2342.0,4.8390665,4.8551874,-0.0039775893,11.214953271028037,5.819051414906337
ENSG00000150627,WDR17,655.0,96332.0,226.39917,199.70535,0.18014789,92.5233644859813,60.10078004896657
ENSG00000150628,SPATA4,2.0,443.0,0.6912952,0.9183809,-0.18176082,1.8691588785046727,1.2070830723680464
ENSG00000164122,ASB5,0.0,558.0,0.0,1.1567868,-1.1088836,0.0,1.366509138529864
ENSG00000248980,SPCS3-AS1,8.0,1711.0,2.7651808,3.5470648,-0.2722164,7.476635514018691,4.409838865797415
ENSG00000129128,SPCS3,146.0,23295.0,50.46455,48.29274,0.062203787,60.747663551401864,38.75192165347606
ENSG00000248388,HAFML,1.0,376.0,0.3456476,0.77948356,-0.40315795,0.9345794392523363,1.0561976883220408
ENSG00000150630,VEGFC,7.0,1427.0,2.4195333,2.9583058,-0.21108367,3.7383177570093453,2.6049080453225533
ENSG00000287544,LOC105377557,14.0,7015.0,4.8390665,14.542758,-1.4124328,6.5420560747663545,6.912258725730229
ENSG00000250263,LINC02509,0.0,31.0,0.0,0.06426594,-0.089858696,0.0,0.08255992711951261
ENSG00000109674,NEIL3,2.0,56.0,0.6912952,0.1160933,0.59967077,1.8691588785046727,0.1508853840460058
ENSG00000249084,ENSG00000249084,2.0,117.0,0.6912952,0.24255206,0.44482216,1.8691588785046727,0.33308660251665434
ENSG00000038002,AGA,11.0,2634.0,3.8021238,5.460531,-0.4279801,9.345794392523365,6.693047884757728
ENSG00000250131,AGA-DT,98.0,14292.0,33.873463,29.628668,0.18724695,38.31775700934579,21.54814097819279
ENSG00000251416,ENSG00000251416,0.0,29.0,0.0,0.060119744,-0.08422728,0.0,0.07971303308090873
ENSG00000231171,LINC01098,4.0,1967.0,1.3825904,4.0777774,-1.0916663,1.8691588785046727,3.6867277799920286
ENSG00000251504,LINC01099,1.0,2777.0,0.3456476,5.7569838,-2.3280787,0.9345794392523363,4.093833627512384
ENSG00000250993,ENSG00000250993,0.0,90.0,0.0,0.18657851,-0.24680753,0.0,0.23913909924272617
ENSG00000287083,ENSG00000287083,114.0,5097.0,39.403824,10.566563,1.8045317,33.64485981308411,8.031088082901555
ENSG00000287775,LOC124900818,12.0,222.0,4.147771,0.460227,1.8177552,6.5420560747663545,0.5095940329100951
ENSG00000249883,ENSG00000249883,5.0,394.0,1.728238,0.8167993,0.58657056,4.672897196261682,0.9764846552411319
